video_name,video_path,label
01_03__exit_phone_room__480LQD1C.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_03__exit_phone_room__480LQD1C.mp4,0
01_03__hugging_happy__ISF9SP4G.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_03__hugging_happy__ISF9SP4G.mp4,0
01_03__kitchen_pan__JZUXXFRB.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_03__kitchen_pan__JZUXXFRB.mp4,0
01_03__kitchen_still__JZUXXFRB.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_03__kitchen_still__JZUXXFRB.mp4,0
01_03__meeting_serious__JZUXXFRB.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_03__meeting_serious__JZUXXFRB.mp4,0
01_03__outside_talking_pan_laughing__ISF9SP4G.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_03__outside_talking_pan_laughing__ISF9SP4G.mp4,0
01_03__outside_talking_still_laughing__JZUXXFRB.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_03__outside_talking_still_laughing__JZUXXFRB.mp4,0
01_03__podium_speech_happy__480LQD1C.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_03__podium_speech_happy__480LQD1C.mp4,0
01_03__podium_speech_happy__JZUXXFRB.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_03__podium_speech_happy__JZUXXFRB.mp4,0
01_03__secret_conversation__480LQD1C.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_03__secret_conversation__480LQD1C.mp4,0
01_03__talking_against_wall__JZUXXFRB.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_03__talking_against_wall__JZUXXFRB.mp4,0
01_03__talking_angry_couch__ISF9SP4G.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_03__talking_angry_couch__ISF9SP4G.mp4,0
01_03__talking_angry_couch__JZUXXFRB.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_03__talking_angry_couch__JZUXXFRB.mp4,0
01_03__walking_and_outside_surprised__JZUXXFRB.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_03__walking_and_outside_surprised__JZUXXFRB.mp4,0
01_04__exit_phone_room__0XUW13RW.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__exit_phone_room__0XUW13RW.mp4,0
01_04__hugging_happy__GBC7ZGDP.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__hugging_happy__GBC7ZGDP.mp4,0
01_04__kitchen_pan__GBC7ZGDP.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__kitchen_pan__GBC7ZGDP.mp4,0
01_04__kitchen_still__GBC7ZGDP.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__kitchen_still__GBC7ZGDP.mp4,0
01_04__meeting_serious__0XUW13RW.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__meeting_serious__0XUW13RW.mp4,0
01_04__outside_talking_still_laughing__0XUW13RW.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__outside_talking_still_laughing__0XUW13RW.mp4,0
01_04__podium_speech_happy__0XUW13RW.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__podium_speech_happy__0XUW13RW.mp4,0
01_04__podium_speech_happy__6I623VU9.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__podium_speech_happy__6I623VU9.mp4,0
01_04__podium_speech_happy__GBC7ZGDP.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__podium_speech_happy__GBC7ZGDP.mp4,0
01_04__talking_angry_couch__0XUW13RW.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__talking_angry_couch__0XUW13RW.mp4,0
01_04__walking_and_outside_surprised__GBC7ZGDP.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__walking_and_outside_surprised__GBC7ZGDP.mp4,0
01_04__walking_down_street_outside_angry__0XUW13RW.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__walking_down_street_outside_angry__0XUW13RW.mp4,0
01_04__walking_down_street_outside_angry__GBC7ZGDP.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__walking_down_street_outside_angry__GBC7ZGDP.mp4,0
01_04__walking_outside_cafe_disgusted__0XUW13RW.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__walking_outside_cafe_disgusted__0XUW13RW.mp4,0
01_04__walk_down_hall_angry__0XUW13RW.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__walk_down_hall_angry__0XUW13RW.mp4,0
01_04__walk_down_hall_angry__GBC7ZGDP.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_04__walk_down_hall_angry__GBC7ZGDP.mp4,0
01_09__exit_phone_room__6TSGVLHA.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_09__exit_phone_room__6TSGVLHA.mp4,0
01_09__hugging_happy__SJZRV69J.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_09__hugging_happy__SJZRV69J.mp4,0
01_09__kitchen_pan__6TSGVLHA.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_09__kitchen_pan__6TSGVLHA.mp4,0
01_09__secret_conversation__SJZRV69J.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_09__secret_conversation__SJZRV69J.mp4,0
01_09__talking_angry_couch__O8HNNX43.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_09__talking_angry_couch__O8HNNX43.mp4,0
01_09__talking_angry_couch__P70H1JB0.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_09__talking_angry_couch__P70H1JB0.mp4,0
01_09__walk_down_hall_angry__P70H1JB0.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_09__walk_down_hall_angry__P70H1JB0.mp4,0
01_11__exit_phone_room__4OJNJLOO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__exit_phone_room__4OJNJLOO.mp4,0
01_11__exit_phone_room__9229VVZ3.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__exit_phone_room__9229VVZ3.mp4,0
01_11__hugging_happy__4OJNJLOO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__hugging_happy__4OJNJLOO.mp4,0
01_11__hugging_happy__5OVT6C66.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__hugging_happy__5OVT6C66.mp4,0
01_11__hugging_happy__EKE2KNRE.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__hugging_happy__EKE2KNRE.mp4,0
01_11__hugging_happy__P06JKA75.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__hugging_happy__P06JKA75.mp4,0
01_11__kitchen_pan__WIZ7GKOD.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__kitchen_pan__WIZ7GKOD.mp4,0
01_11__kitchen_still__5OVT6C66.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__kitchen_still__5OVT6C66.mp4,0
01_11__meeting_serious__18HYCC8C.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__meeting_serious__18HYCC8C.mp4,0
01_11__meeting_serious__9OM3VE0Y.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__meeting_serious__9OM3VE0Y.mp4,0
01_11__meeting_serious__FAFWDR4W.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__meeting_serious__FAFWDR4W.mp4,0
01_11__meeting_serious__FCNL2OVP.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__meeting_serious__FCNL2OVP.mp4,0
01_11__meeting_serious__WIZ7GKOD.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__meeting_serious__WIZ7GKOD.mp4,0
01_11__outside_talking_pan_laughing__9OM3VE0Y.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__outside_talking_pan_laughing__9OM3VE0Y.mp4,0
01_11__outside_talking_pan_laughing__LL4RUKZA.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__outside_talking_pan_laughing__LL4RUKZA.mp4,0
01_11__outside_talking_pan_laughing__UQ0BOBNO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__outside_talking_pan_laughing__UQ0BOBNO.mp4,0
01_11__outside_talking_pan_laughing__WIZ7GKOD.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__outside_talking_pan_laughing__WIZ7GKOD.mp4,0
01_11__outside_talking_still_laughing__4OJNJLOO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__outside_talking_still_laughing__4OJNJLOO.mp4,0
01_11__outside_talking_still_laughing__9229VVZ3.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__outside_talking_still_laughing__9229VVZ3.mp4,0
01_11__podium_speech_happy__WIZ7GKOD.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__podium_speech_happy__WIZ7GKOD.mp4,0
01_11__secret_conversation__4OJNJLOO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__secret_conversation__4OJNJLOO.mp4,0
01_11__secret_conversation__WIZ7GKOD.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__secret_conversation__WIZ7GKOD.mp4,0
01_11__talking_against_wall__4OJNJLOO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__talking_against_wall__4OJNJLOO.mp4,0
01_11__talking_against_wall__9229VVZ3.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__talking_against_wall__9229VVZ3.mp4,0
01_11__talking_against_wall__P06JKA75.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__talking_against_wall__P06JKA75.mp4,0
01_11__talking_against_wall__UQ0BOBNO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__talking_against_wall__UQ0BOBNO.mp4,0
01_11__talking_against_wall__WIZ7GKOD.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__talking_against_wall__WIZ7GKOD.mp4,0
01_11__talking_angry_couch__FAFWDR4W.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__talking_angry_couch__FAFWDR4W.mp4,0
01_11__walking_and_outside_surprised__18HYCC8C.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__walking_and_outside_surprised__18HYCC8C.mp4,0
01_11__walking_outside_cafe_disgusted__FAFWDR4W.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_11__walking_outside_cafe_disgusted__FAFWDR4W.mp4,0
01_12__kitchen_pan__TNI7KUZ6.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_12__kitchen_pan__TNI7KUZ6.mp4,0
01_12__outside_talking_pan_laughing__TNI7KUZ6.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_12__outside_talking_pan_laughing__TNI7KUZ6.mp4,0
01_12__outside_talking_still_laughing__TNI7KUZ6.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_12__outside_talking_still_laughing__TNI7KUZ6.mp4,0
01_14__hugging_happy__0S0NS5C6.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_14__hugging_happy__0S0NS5C6.mp4,0
01_14__kitchen_still__01YF7VQM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_14__kitchen_still__01YF7VQM.mp4,0
01_14__outside_talking_still_laughing__01YF7VQM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_14__outside_talking_still_laughing__01YF7VQM.mp4,0
01_14__walking_and_outside_surprised__01YF7VQM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_14__walking_and_outside_surprised__01YF7VQM.mp4,0
01_14__walking_outside_cafe_disgusted__01YF7VQM.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_14__walking_outside_cafe_disgusted__01YF7VQM.mp4,0
01_15__exit_phone_room__02HILKYO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_15__exit_phone_room__02HILKYO.mp4,0
01_15__hugging_happy__02HILKYO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_15__hugging_happy__02HILKYO.mp4,0
01_15__kitchen_pan__02HILKYO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_15__kitchen_pan__02HILKYO.mp4,0
01_15__kitchen_still__02HILKYO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_15__kitchen_still__02HILKYO.mp4,0
01_15__meeting_serious__02HILKYO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_15__meeting_serious__02HILKYO.mp4,0
01_15__outside_talking_pan_laughing__02HILKYO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_15__outside_talking_pan_laughing__02HILKYO.mp4,0
01_15__outside_talking_still_laughing__02HILKYO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_15__outside_talking_still_laughing__02HILKYO.mp4,0
01_15__podium_speech_happy__02HILKYO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_15__podium_speech_happy__02HILKYO.mp4,0
01_15__walking_and_outside_surprised__02HILKYO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_15__walking_and_outside_surprised__02HILKYO.mp4,0
01_15__walking_down_street_outside_angry__02HILKYO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_15__walking_down_street_outside_angry__02HILKYO.mp4,0
01_15__walk_down_hall_angry__02HILKYO.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_15__walk_down_hall_angry__02HILKYO.mp4,0
01_20__hugging_happy__6UBMLXK3.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__hugging_happy__6UBMLXK3.mp4,0
01_20__hugging_happy__FW94AIMJ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__hugging_happy__FW94AIMJ.mp4,0
01_20__kitchen_pan__6UBMLXK3.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__kitchen_pan__6UBMLXK3.mp4,0
01_20__kitchen_still__D8GWGO2A.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__kitchen_still__D8GWGO2A.mp4,0
01_20__kitchen_still__FW94AIMJ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__kitchen_still__FW94AIMJ.mp4,0
01_20__meeting_serious__6UBMLXK3.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__meeting_serious__6UBMLXK3.mp4,0
01_20__meeting_serious__D8GWGO2A.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__meeting_serious__D8GWGO2A.mp4,0
01_20__meeting_serious__FW94AIMJ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__meeting_serious__FW94AIMJ.mp4,0
01_20__outside_talking_pan_laughing__6UBMLXK3.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__outside_talking_pan_laughing__6UBMLXK3.mp4,0
01_20__outside_talking_pan_laughing__OTGHOG4Z.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__outside_talking_pan_laughing__OTGHOG4Z.mp4,0
01_20__outside_talking_still_laughing__6UBMLXK3.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__outside_talking_still_laughing__6UBMLXK3.mp4,0
01_20__outside_talking_still_laughing__FW94AIMJ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__outside_talking_still_laughing__FW94AIMJ.mp4,0
01_20__outside_talking_still_laughing__OTGHOG4Z.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__outside_talking_still_laughing__OTGHOG4Z.mp4,0
01_20__secret_conversation__6UBMLXK3.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__secret_conversation__6UBMLXK3.mp4,0
01_20__secret_conversation__FW94AIMJ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__secret_conversation__FW94AIMJ.mp4,0
01_20__talking_angry_couch__6UBMLXK3.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__talking_angry_couch__6UBMLXK3.mp4,0
01_20__talking_angry_couch__FW94AIMJ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__talking_angry_couch__FW94AIMJ.mp4,0
01_20__walking_and_outside_surprised__6UBMLXK3.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__walking_and_outside_surprised__6UBMLXK3.mp4,0
01_20__walking_and_outside_surprised__OTGHOG4Z.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__walking_and_outside_surprised__OTGHOG4Z.mp4,0
01_20__walk_down_hall_angry__FW94AIMJ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_20__walk_down_hall_angry__FW94AIMJ.mp4,0
01_21__kitchen_pan__03X7CELV.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_21__kitchen_pan__03X7CELV.mp4,0
01_21__outside_talking_pan_laughing__03X7CELV.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_21__outside_talking_pan_laughing__03X7CELV.mp4,0
01_21__secret_conversation__03X7CELV.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_21__secret_conversation__03X7CELV.mp4,0
01_21__talking_angry_couch__03X7CELV.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_21__talking_angry_couch__03X7CELV.mp4,0
01_21__walk_down_hall_angry__03X7CELV.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_21__walk_down_hall_angry__03X7CELV.mp4,0
01_26__exit_phone_room__BTVMWLG6.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_26__exit_phone_room__BTVMWLG6.mp4,0
01_26__meeting_serious__ZMEJ535O.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_26__meeting_serious__ZMEJ535O.mp4,0
01_26__outside_talking_pan_laughing__ZMEJ535O.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_26__outside_talking_pan_laughing__ZMEJ535O.mp4,0
01_26__walking_outside_cafe_disgusted__BTVMWLG6.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_26__walking_outside_cafe_disgusted__BTVMWLG6.mp4,0
01_27__hugging_happy__ZYCZ30C0.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_27__hugging_happy__ZYCZ30C0.mp4,0
01_27__meeting_serious__ZYCZ30C0.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_27__meeting_serious__ZYCZ30C0.mp4,0
01_27__outside_talking_pan_laughing__S2YCUY48.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_27__outside_talking_pan_laughing__S2YCUY48.mp4,0
01_27__outside_talking_still_laughing__S2YCUY48.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_27__outside_talking_still_laughing__S2YCUY48.mp4,0
01_27__outside_talking_still_laughing__ZYCZ30C0.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_27__outside_talking_still_laughing__ZYCZ30C0.mp4,0
01_27__talking_against_wall__ZYCZ30C0.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_27__talking_against_wall__ZYCZ30C0.mp4,0
01_27__talking_angry_couch__ZYCZ30C0.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_27__talking_angry_couch__ZYCZ30C0.mp4,0
01_27__walking_outside_cafe_disgusted__ZYCZ30C0.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/01_27__walking_outside_cafe_disgusted__ZYCZ30C0.mp4,0
02_01__exit_phone_room__YVGY8LOK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_01__exit_phone_room__YVGY8LOK.mp4,0
02_01__hugging_happy__YVGY8LOK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_01__hugging_happy__YVGY8LOK.mp4,0
02_01__meeting_serious__YVGY8LOK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_01__meeting_serious__YVGY8LOK.mp4,0
02_01__outside_talking_still_laughing__YVGY8LOK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_01__outside_talking_still_laughing__YVGY8LOK.mp4,0
02_01__secret_conversation__YVGY8LOK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_01__secret_conversation__YVGY8LOK.mp4,0
02_01__talking_against_wall__YVGY8LOK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_01__talking_against_wall__YVGY8LOK.mp4,0
02_01__talking_angry_couch__YVGY8LOK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_01__talking_angry_couch__YVGY8LOK.mp4,0
02_01__walking_and_outside_surprised__YVGY8LOK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_01__walking_and_outside_surprised__YVGY8LOK.mp4,0
02_01__walking_down_indoor_hall_disgust__YVGY8LOK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_01__walking_down_indoor_hall_disgust__YVGY8LOK.mp4,0
02_01__walking_outside_cafe_disgusted__YVGY8LOK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_01__walking_outside_cafe_disgusted__YVGY8LOK.mp4,0
02_01__walk_down_hall_angry__YVGY8LOK.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_01__walk_down_hall_angry__YVGY8LOK.mp4,0
02_03__kitchen_still__ZESUJMM7.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_03__kitchen_still__ZESUJMM7.mp4,0
02_03__podium_speech_happy__QH3Y0IG0.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_03__podium_speech_happy__QH3Y0IG0.mp4,0
02_03__walking_and_outside_surprised__GYX5OFTD.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_03__walking_and_outside_surprised__GYX5OFTD.mp4,0
02_03__walking_down_street_outside_angry__QH3Y0IG0.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_03__walking_down_street_outside_angry__QH3Y0IG0.mp4,0
02_03__walking_outside_cafe_disgusted__GYX5OFTD.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_03__walking_outside_cafe_disgusted__GYX5OFTD.mp4,0
02_03__walking_outside_cafe_disgusted__QH3Y0IG0.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_03__walking_outside_cafe_disgusted__QH3Y0IG0.mp4,0
02_04__exit_phone_room__SUIZOXAJ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_04__exit_phone_room__SUIZOXAJ.mp4,0
02_04__hugging_happy__SUIZOXAJ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_04__hugging_happy__SUIZOXAJ.mp4,0
02_04__outside_talking_pan_laughing__8CH7R4LW.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_04__outside_talking_pan_laughing__8CH7R4LW.mp4,0
02_04__outside_talking_still_laughing__8CH7R4LW.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_04__outside_talking_still_laughing__8CH7R4LW.mp4,0
02_04__podium_speech_happy__8CH7R4LW.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_04__podium_speech_happy__8CH7R4LW.mp4,0
02_04__secret_conversation__8CH7R4LW.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_04__secret_conversation__8CH7R4LW.mp4,0
02_04__walking_and_outside_surprised__SUIZOXAJ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_04__walking_and_outside_surprised__SUIZOXAJ.mp4,0
02_04__walk_down_hall_angry__8CH7R4LW.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_04__walk_down_hall_angry__8CH7R4LW.mp4,0
02_04__walk_down_hall_angry__SUIZOXAJ.mp4,D:/2024/4-1/fakebusters/data/ff_data/manipulated_sequences/02_04__walk_down_hall_angry__SUIZOXAJ.mp4,0
